text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
Wah, akhirnya ada tang tepat juga. Halo, saya Bhaswara. Salam kenal! @gelaplautan	68306	Positive	27	4528	2022-02-15T09:03:48.522514Z	2022-02-15T09:03:48.522527Z	156.033
@hananifauzi uishhh kedah mai nii	68305	Neutral	27	4527	2022-02-15T09:01:11.721291Z	2022-02-15T09:01:11.721305Z	2.027
Xde org nk belanja ke	68304	Neutral	27	4526	2022-02-15T09:01:09.304216Z	2022-02-15T09:01:09.304229Z	1.401
@apanakdikato @PASPusat @RazmanZakaria60 Dap ni dr kemboja ke india?	68303	Negative	27	4525	2022-02-15T09:01:07.522688Z	2022-02-15T09:01:07.522701Z	4.349
Jammed bapak wa .. pepagi hari wa pasang hindustan	68301	Neutral	27	4523	2022-02-15T09:00:56.949370Z	2022-02-15T09:00:56.949383Z	8.592
@HilalAsyraf Makin hebat MashaAllah	68300	Positive	27	4522	2022-02-15T09:00:47.980692Z	2022-02-15T09:00:47.980704Z	1.115
@puntenyu Raya and the last dragon, 7,5/10 (latar tema like Asia tenggara) Mulan, 8/10 Frozen 2, 100/10 aliass pecahh abis	68299	Neutral	27	4521	2022-02-15T09:00:46.482243Z	2022-02-15T09:00:46.482255Z	6.646
Dengan Kerjasama : MAJLIS PERWAKILAN PELAJAR (UniKL MSI) KELAB IBNU SINA (UniKL RCMP) KELAB UNIMAP ENGINEERIN https://t.co/PTg2Ie2qGc	68298	Neutral	27	4520	2022-02-15T09:00:39.405749Z	2022-02-15T09:00:39.405762Z	1.553
@rasasayanggee 500 perak	68297	Neutral	27	4519	2022-02-15T09:00:37.475736Z	2022-02-15T09:00:37.475754Z	1.058
WOIWOIWOIWOIWOI ASTAGA YOON JEONGHAN????#^&amp;#**#?? https://t.co/VYlO5dnDLZ	68296	Neutral	27	4518	2022-02-15T09:00:36.032898Z	2022-02-15T09:00:36.032910Z	1.674
Kelantan bila lagi?	68295	Neutral	27	4517	2022-02-15T09:00:33.992871Z	2022-02-15T09:00:33.992886Z	1.499
@miriirevival MIRI	68294	Neutral	27	4516	2022-02-15T09:00:32.106015Z	2022-02-15T09:00:32.106029Z	1.275
sumpah tolol ih @suckindrugs @dkvth https://t.co/BhlpGu24DH	68293	Negative	27	4515	2022-02-15T09:00:30.438169Z	2022-02-15T09:00:30.438182Z	4.548
229. THE BOYZ - Hyunjae https://t.co/dzFkFXLLO5	68292	Neutral	27	4514	2022-02-15T09:00:25.477790Z	2022-02-15T09:00:25.477802Z	2.182
@rasyeu Ahahaha gatau dah pokoknya salah jempol knp gatal	68290	Neutral	27	4512	2022-02-15T08:59:44.453725Z	2022-02-15T08:59:44.453739Z	6.508
Innalillahiwainna ilai hirojiun. Salam takziah	68289	Negative	27	4511	2022-02-15T08:59:37.578201Z	2022-02-15T08:59:37.578215Z	1.224
Next round i nak try pi swab test sekali lah.	68288	Neutral	27	4510	2022-02-15T08:59:35.958651Z	2022-02-15T08:59:35.958664Z	3.039
kamu suka ini https://t.co/9bVVfQt7hn	68287	Positive	27	4509	2022-02-15T08:59:32.525027Z	2022-02-15T08:59:32.525042Z	3.9
Rupanya maze park terbesar di Malaysia terletak di Perak! Lepas total lockdown ni, bila dah boleh rentas negeri bolehlah singgah tempat ni! Siapa pernah cuba masuk pagar sesat? Jumpa jalan keluar tak tu? Credit : @thevocket #KoolFM #mazepark #mazeparkmalaysia #tempatmenarik https://t.co/jRKtYoPSy4	68285	Neutral	27	4507	2022-02-15T08:59:20.832900Z	2022-02-15T08:59:20.832914Z	14.838
Makin meresahkan la prof muhaya ni	68284	Negative	27	4506	2022-02-15T08:59:05.625966Z	2022-02-15T08:59:05.625979Z	2.537
Alhamdulillah ada pemimpin yang berbincang &amp; mendengar nasihat pakar. Berbanding dengan sesetengah individu yang bertegar menegakkan benang yang basah.	68283	Positive	27	4505	2022-02-15T08:59:02.685523Z	2022-02-15T08:59:02.685536Z	121.833
@mmhfdz Seremban bos	68282	Neutral	27	4504	2022-02-15T08:57:00.376523Z	2022-02-15T08:57:00.376536Z	1.376
@zrnthecat Sumpah kagum sebab rumah dia kat ceruk gunung mana ntah tapi masih dapat coverage internet	68281	Positive	27	4503	2022-02-15T08:56:58.583156Z	2022-02-15T08:56:58.583169Z	3.013
@itskemboja Aminnn. Terima kasih	68280	Positive	27	4502	2022-02-15T08:56:55.182273Z	2022-02-15T08:56:55.182289Z	1.011
Avoid 3214 Persiaran Kuala Selangor Shah Alam #kltu. You'll be stuck 15m longer than usual https://t.co/y5X9K4ORoX https://t.co/2KIfD7BSh6	68279	Negative	27	4501	2022-02-15T08:56:53.773826Z	2022-02-15T08:56:53.773856Z	3.979
Takut betul eh nak buat apa apa sekarang ni. Kau confirm akan kena kecam. Theres always people yang akan get your c https://t.co/7skv5Sg2I7	68278	Negative	27	4500	2022-02-15T08:56:49.413394Z	2022-02-15T08:56:49.413409Z	4.257
Stress pergi tadi, nak beli stationery. Sekali pergi kena tutup Kedai yang sama kot Siapalah yang bu https://t.co/bd4shEF3KS	68277	Negative	27	4499	2022-02-15T08:56:27.535409Z	2022-02-15T08:56:27.535422Z	2.475
Esok start werkout balik	68275	Neutral	27	4497	2022-02-15T08:56:16.838980Z	2022-02-15T08:56:16.838996Z	1.253
@SyedSaddiq Dasar populist si Saddiq ni. Terang2 TMJ dah tolong semua rakyat Johor dan di Johor tak ada orang susa https://t.co/wffT60as64	68274	Negative	27	4496	2022-02-15T08:56:15.180873Z	2022-02-15T08:56:15.180889Z	4.334
Jika kita hanya mencari apresiasi manusia, maka kita akan kehilangan apresiasi dari Allah. Luruskan niatnya	68273	Positive	27	4495	2022-02-15T08:56:10.439088Z	2022-02-15T08:56:10.439104Z	5.228
Tanjung Kupang Memorial Park (MH653) https://t.co/FlJogNd16E	68272	Neutral	27	4494	2022-02-15T08:56:04.829270Z	2022-02-15T08:56:04.829284Z	1.122
@hijlaaznan Hahahaha. But at least saya tau rupanya ada jamu untuk laki. Ingat ada untuk pompuan je	68271	Neutral	27	4493	2022-02-15T08:56:03.314447Z	2022-02-15T08:56:03.314462Z	3.3
Baru lepas beli baju tidur ciut ciut utk kat rumah. Nak jalan mane beli baju cantik2 beli je baju tidur cantik2 huh https://t.co/hS8PHD9KyS	68269	Positive	27	4491	2022-02-15T08:55:57.277676Z	2022-02-15T08:55:57.277688Z	71.001
@didysemata Azza stay mana? Kalau ampang, selangor boleh ke? Area lrt ampang je rumah kita	68268	Neutral	27	4490	2022-02-15T08:54:45.818453Z	2022-02-15T08:54:45.818467Z	2.534
Cissa. Terlepas lagi nak tengok moto gp .	68267	Negative	27	4489	2022-02-15T08:54:42.884998Z	2022-02-15T08:54:42.885012Z	7.705
Mental mandul	68266	Negative	27	4488	2022-02-15T08:54:34.776492Z	2022-02-15T08:54:34.776509Z	1.542
Cemtu je weh Amir reject akuuu	68265	Negative	27	4487	2022-02-15T08:54:32.848303Z	2022-02-15T08:54:32.848317Z	4.526
Sebab Manusia tak usik alam yang lainnya , dan alam yang lainnya tak usik alam manusia . Siapa mahu yang Masjid ya https://t.co/hAssVVEH3d	68264	Neutral	27	4486	2022-02-15T08:54:27.925141Z	2022-02-15T08:54:27.925154Z	6.41
@__pijamufid Bila la jah i nak sampai shah alam pun i tak tau. Siapa je kawan2 u lajak KL patah balik shah alam soh https://t.co/W0wwDLv7t9	68263	Neutral	27	4485	2022-02-15T08:54:21.106476Z	2022-02-15T08:54:21.106490Z	41.908
@IZaffan Nak pergi dengan geng memc semuanya was was. Hurmm. Abam iskandar je penyelamat saya makan di subang ria.	68262	Negative	27	4484	2022-02-15T08:53:38.794428Z	2022-02-15T08:53:38.794444Z	8.465
Puak puak ni kerja dia salahkan semua orang. SELangkah, Selangor, Google, rakyat konon bodoh tak tahu masukkan alamat sendiri. Semua la salah kecuali hangpa semua.	68261	Negative	27	4483	2022-02-15T08:53:29.933589Z	2022-02-15T08:53:29.933602Z	120.875
"Logical Fallacy =Percanggahan Mantik/Malamantik /Tunamantik Saur =Logik [Padanan daripada BM Kelantan,seumpama ungkapan ""Tak saur = Tak masuk angan/akal"". Mantik=Logik Mala =Layu/Rosak Tuna=Rosak #petuaterjemah"	68260	Neutral	27	4482	2022-02-15T08:51:28.292455Z	2022-02-15T08:51:28.292463Z	3.43
Proses vaksinasi akan menjadi lebih cepat di Kelantan. Sukarelawan juga sedang bertungkus lumus di semua kawasan. C https://t.co/0Ogo5Ie9ZF	68259	Positive	27	4481	2022-02-15T08:51:23.695003Z	2022-02-15T08:51:23.695011Z	4.035
Baru aja beberapa pekan lalu nemu klip jenaka dari Kiryu Coco dan Houshou Marine, qadarullah Coco bakal graduate #	68258	Neutral	27	4480	2022-02-15T08:51:18.585877Z	2022-02-15T08:51:18.585885Z	7.93
@adhamsapie Uish @Yuzrifa ko tgk si adam nganjing aku kuat. Tolong la back up aku sis.	68257	Negative	27	4479	2022-02-15T08:51:09.900917Z	2022-02-15T08:51:09.900931Z	282.354
@Cewejawaaja Yeah hbis dikecewain ya	68256	Negative	27	4478	2022-02-15T08:46:27.065813Z	2022-02-15T08:46:27.065827Z	2.686
Betul tu. Kalau susah nak tengok dari segi A&amp;D industry, tengok art performance, Music &amp; Film dorang. Penyampaian d https://t.co/E6z4rX0AOL	68255	Neutral	27	4477	2022-02-15T08:46:23.973391Z	2022-02-15T08:46:23.973405Z	2.481
Aku takkan maafkan ye mana mana org yang ada kena mengena dgn PRN sabah tu. Sampai mati aku takkan maafkan.	68254	Negative	27	4476	2022-02-15T08:46:21.097882Z	2022-02-15T08:46:21.097895Z	1.635
@vkooeyes g perna, gw lebih prefer lumut	68253	Neutral	27	4475	2022-02-15T08:46:19.066535Z	2022-02-15T08:46:19.066547Z	705.722
@padawan725 Pls video gelek sekali	68252	Neutral	27	4474	2022-02-15T08:34:32.852014Z	2022-02-15T08:34:32.852026Z	4.065
Kau lagi sedih critic hidup orang. Dah la muka buruk bau kepam.	68250	Negative	27	4472	2022-02-15T08:34:23.659773Z	2022-02-15T08:34:23.659786Z	2.832
Aku dahlah tak habis study lagi ni	68249	Neutral	27	4471	2022-02-15T08:34:20.457548Z	2022-02-15T08:34:20.457562Z	3.048
Ini adalah bebenang tentang Tragedi Kebakaran Rumah Keluarga di Mersing, Johor pada 8PM,31 Mei 2021:	68248	Neutral	27	4470	2022-02-15T08:34:17.023617Z	2022-02-15T08:34:17.023630Z	2.249
@vosmeyu @ledollaid kale ini batu apa coklat batu kek d arab?	68246	Neutral	27	4468	2022-02-15T08:29:40.486142Z	2022-02-15T08:29:40.486156Z	4.245
#COVID19 | @KKMPutrajaya memaklumkan sebanyak 6,239 kes baru Covid-19 di seluruh negara. Daripada jumlah itu, sebanyak 2,291 kes harian baru direkodkan di Selangor. https://t.co/JwqzrzHKxq	68245	Neutral	27	4467	2022-02-15T08:29:35.835383Z	2022-02-15T08:29:35.835396Z	3.041
Alhamdulillah kenyang sudah	68244	Positive	27	4466	2022-02-15T08:29:32.396079Z	2022-02-15T08:29:32.396093Z	1.078
@pjkcalico Si miri	68243	Neutral	27	4465	2022-02-15T08:29:30.920142Z	2022-02-15T08:29:30.920155Z	1.419
Lelaki is not superior, to me, lelaki needs a girl which they can complete each other, for example, lelaki ibarat b https://t.co/NsPsB4gjVD	68242	Neutral	27	4464	2022-02-15T08:29:29.113434Z	2022-02-15T08:29:29.113449Z	5.171
Syarat kelayakan jadi MB Kedah: Tak minat janda (hanya minat hutan dara) Tak minat gadis rewang Boleh memesongkan haluan sungai Kenal jenis pokok balak Pandai cosplay Syarat kelebihan: Kena punyai kenderaan yg boleh digunakan survey kawasan balak	68241	Negative	27	4463	2022-02-15T08:29:23.529332Z	2022-02-15T08:29:23.529345Z	3.632
@HilmiHamir Hahahahahaha orang ajak jogging taknak anjing ajak jogging nak ikut	68240	Neutral	27	4462	2022-02-15T08:29:19.351887Z	2022-02-15T08:29:19.351899Z	7.19
satu parcel dah smpai, excited dia lain macam	68239	Positive	27	4461	2022-02-15T08:29:11.758515Z	2022-02-15T08:29:11.758531Z	2.097
Waffle dah dapat... Dah g cari buah pulakkk.. Rini bru terasa nk kuaa sbbnyee sambal kicap tauhu bergedil dah habi https://t.co/yFN6p3MjpA	68238	Neutral	27	4460	2022-02-15T08:29:09.285510Z	2022-02-15T08:29:09.285521Z	4.462
Bantuan Mahasiswa Selangor RM1.5 juta Peruntukan menyediakan barangan makanan dan keperluan asas kepada mahasiswa yang masih berada di IPTA dan IPT di bawah Kerajaan Negeri, memanfaatkan 7,500 mahasiswa di seluruh Selangor.	68237	Positive	27	4459	2022-02-15T08:29:04.415487Z	2022-02-15T08:29:04.415501Z	1.65
tapi saya yakin bahawa pizza boleh dimasak dgn rice cooker.. almost everything can be cooked with a rice cooker.. c https://t.co/ZU16LJXQuX	68235	Neutral	27	4457	2022-02-15T08:28:06.029079Z	2022-02-15T08:28:06.029094Z	4.572
@ShahKrusher abg aku pernah masuk hosp shah alam. sedap2 doh makanan dia. mee bandung nasi minyak ayam ala2 chic chop	68234	Positive	27	4456	2022-02-15T08:28:01.054582Z	2022-02-15T08:28:01.054595Z	5.768
Harap2 anti-vacc tengok video ni. Cannot imaging if this is one of our family. Covid is NOT a JOKE! Please stay safe &amp; follow SOP. We can fight this together. Semoga Allah sembuhkan mereka yg dijangkiti &amp; hilangkan virus ini dari muka bumi. https://t.co/IA5hfjsACL	68233	Negative	27	4455	2022-02-15T08:27:54.896472Z	2022-02-15T08:27:54.896485Z	1.684
Daa buat awal,hantar last last minit gak	68232	Neutral	27	4454	2022-02-15T08:27:52.818919Z	2022-02-15T08:27:52.818933Z	5.004
@mrjohn70074871 Kuat sgt mengangkang eh..hahaha. balik nanti jahit	68231	Neutral	27	4453	2022-02-15T08:27:47.428786Z	2022-02-15T08:27:47.428801Z	4.749
Dah sebulan tak jumpa nenek sebab satu family kene covid	68230	Negative	27	4452	2022-02-15T08:27:42.292573Z	2022-02-15T08:27:42.292585Z	3.82
Baru sahaja menyiarkan foto @ Adie Runner Sungai Petani - Premium Trusted Runner https://t.co/hD8wCcmepr	68229	Neutral	27	4451	2022-02-15T08:27:38.088302Z	2022-02-15T08:27:38.088316Z	1.708
kenapalah dgn i ni :(	68228	Negative	27	4450	2022-02-15T08:27:36.003660Z	2022-02-15T08:27:36.003672Z	1.234
Wee Ka Siong masih cuba mengelak tggjwb atas tindakan beliau menghentikan perkhidmatan Feri Pulau Pinang yg ikonik pd 1 Januari 2021 padahal tindakannya itu telah mendapat tentangan hebat drp rakyat khususnya di Pulau Pinang. Kenyataan lanjut: https://t.co/oCwGkX8SRi https://t.co/usMr2JtJr5	68227	Neutral	27	4449	2022-02-15T08:27:34.382231Z	2022-02-15T08:27:34.382243Z	7.272
2012/2013 USIM KUIS(MELEPAK) https://t.co/ffBUuyfqQV	68226	Neutral	27	4448	2022-02-15T08:27:26.729189Z	2022-02-15T08:27:26.729205Z	1.428
Asal blh tanam kite tanam https://t.co/GxWdtbtJbr	68225	Neutral	27	4447	2022-02-15T08:27:24.891420Z	2022-02-15T08:27:24.891436Z	5.98
kote bharu	68224	Negative	27	4446	2022-02-15T08:27:18.524468Z	2022-02-15T08:27:18.524482Z	1.844
Aku ada follow sorang cikgu tadika ni.Katanya anak2 kecik ni janganlah dipaksa duduk berteleku kat meja buat worksheet.Kesian.Bawak la dorang kenal nature,panjat pokok,kutip batu,kutip bunga.Aktiviti2 fitrah ni sebenarnya banyak membantu bila dorang nak masuk sekolah nanti.	68223	Neutral	27	4445	2022-02-15T08:27:16.297408Z	2022-02-15T08:27:16.297422Z	3.268
Kegemaran Ku org.kampong	68222	Positive	27	4444	2022-02-15T08:27:12.639773Z	2022-02-15T08:27:12.639784Z	2.985
@bwdots Cantikny	68221	Positive	27	4443	2022-02-15T08:27:09.258682Z	2022-02-15T08:27:09.258697Z	1.294
"Sumbangan Prihatin Zakat (SPZ, MUIP) ini adalah merupakan sumbangan khas bagi membantu golongan yg terjejas pendapatan akibat Perintah Kawalan Pergerakan - PKP 3.0 ""Total Lockdown"" yang dilaksanakan oleh kerajaan diseluruh negara. #zakat #StaySafe #COVID #pahang https://t.co/4k0pUmI03n"	68220	Positive	27	4442	2022-02-15T08:27:07.603924Z	2022-02-15T08:27:07.603937Z	2.441
@AmirahShaffee @MyraSyidah Takut para ibu je lebih.	68218	Negative	27	4440	2022-02-15T08:22:06.825886Z	2022-02-15T08:22:06.825906Z	3.824
Bila boleh buka AZ untuk Labuan? Kadar jangkitan paling tinggi di Malaysia, 3 kes varian India, pusat kuarantin tidak cukup tempat.	68216	Negative	27	4438	2022-02-15T08:21:59.473653Z	2022-02-15T08:21:59.473667Z	154.249
Cruella 9.5/10 - best gila babsssss. Tak sangka emma stone berjaya bawak watak camtuuu. lafff! Conjuring 3 6/10 - https://t.co/nRzSTgOuGu	68214	Positive	27	4436	2022-02-15T08:19:19.893782Z	2022-02-15T08:19:19.893794Z	7.472
Hari ni YB Razi (ADUN Sg Lui) bersama Sdr Kamal (Ketua Pemuda Umno Jelebu) dan Skt Umno Bhg Jelebu turun sampaikan smbgn yg sama kpd 10 keluarga terjejas di Felda Lui Selatan 2. Biar saya x dapat hadir x apa, yg penting setiap sumbangan itu wajib sampai ke tangan penerima. https://t.co/qNqFi277hz	68213	Positive	27	4435	2022-02-15T08:19:12.038319Z	2022-02-15T08:19:12.038332Z	2.961
Baru mengelabah ke @Khairykj .... hahaha	68212	Negative	27	4434	2022-02-15T08:19:08.698302Z	2022-02-15T08:19:08.698315Z	2.109
Tak bagi orang rehat lansung asyik nak maki je korang ni. Yang bodo bodo dibuat nya..	68211	Negative	27	4433	2022-02-15T08:19:06.200413Z	2022-02-15T08:19:06.200426Z	1.432
@fedtriyahya N9, kedah, kelantan	68210	Neutral	27	4432	2022-02-15T08:19:04.373389Z	2022-02-15T08:19:04.373402Z	1.857
Selepas pesawat, kini kapal China pula masuk perairan negara. Kapal tersebut dikesan kira-kira 84 batu nautika (155km) dari perairan pantai Miri pada 4 Jun 2021. @MYCoastGuard @tldm_rasmi @tudm_rasmi #China #AirTimes #PatinggiAli #Malaysia #Sarawak https://t.co/fjk69eQRZb	68209	Neutral	27	4431	2022-02-15T08:19:02.122596Z	2022-02-15T08:19:02.122610Z	2.523
Dewan Muda Johor [DMJ] dengan kerjasama @institutdatoonn [IDO] akan menganjurkan Majlis Bacaan Yasin &amp; Doa Selamat Perdana Anak Muda Johor seperti ketetapan berikut: Tarikh: 10 Jun 2021 (Khamis) Masa: 8.45 Malam Platform: Zoom Meeting @Hasni_Johor @onnhafiz [Thread] https://t.co/Ye0j9qooLx	68208	Positive	27	4430	2022-02-15T08:18:59.213367Z	2022-02-15T08:18:59.213384Z	6.471
biar aku hanya batu kerikil yang mengganggu, tapi lihatlah batu kerikil ini akan menghancurkan berlian seperti dirimu	68207	Negative	27	4429	2022-02-15T08:18:52.336541Z	2022-02-15T08:18:52.336554Z	4.145
Seronok	68206	Positive	27	4428	2022-02-15T08:18:47.786728Z	2022-02-15T08:18:47.786744Z	1.184
Teringat pulak tagline 'Hijau ke Putrajaya'. Tapi ni tagline PIS.	68205	Neutral	27	4427	2022-02-15T08:18:46.170280Z	2022-02-15T08:18:46.170294Z	8.336
Mari.. Sukseskan gerakan serempak Pekan Vaksin Lansia SE Provinsi Jambi https://t.co/gpFqVtD9yZ	68204	Positive	27	4426	2022-02-15T08:18:37.428490Z	2022-02-15T08:18:37.428504Z	2.667
Pc ni tengok hari2 tak luak deh	68203	Negative	27	4425	2022-02-15T08:18:34.357966Z	2022-02-15T08:18:34.357981Z	4.037
@izzazmohamed1 Hahaha jangan risau. Cakap belikan untuk member. Insyaallah lepas	68202	Neutral	27	4424	2022-02-15T08:18:29.918235Z	2022-02-15T08:18:29.918248Z	5.857
@ShennaAriendr Ayo gan kita tidur, sudah larut nih hahha	68201	Neutral	27	4423	2022-02-15T08:18:23.665732Z	2022-02-15T08:18:23.665756Z	4.646
Tara.... Episod 10 dah ... Drama #harikitajatuhcinta 10 malam ini di @awesometv.my @azleekhairiofficial https://t.co/23CvPPZkN1	68200	Neutral	27	4422	2022-02-15T08:18:18.636769Z	2022-02-15T08:18:18.636780Z	2.098
Menjadi bagian dalam upaya peningkatan ekspor pertanian tidak saja mendatangkan keuntungan namun juga membawa nama https://t.co/2KdySZhkGm	68199	Positive	27	4421	2022-02-15T08:18:16.156707Z	2022-02-15T08:18:16.156722Z	3.536
@vsrtae @srndptygurl @indomyfess Kamu area batu ya? Atau kab? Kalo emang jauh gppmy di coba skrng my	68198	Neutral	27	4420	2022-02-15T08:18:12.221806Z	2022-02-15T08:18:12.221820Z	7.45
@fedtriyahya Perak dgn nogori sbb suka dengo family mak ayah cakap	68197	Positive	27	4419	2022-02-15T08:18:04.368313Z	2022-02-15T08:18:04.368334Z	3.207
@ezmirshafiq @carputapp Ok otw nak riki! Thanks influenza!	68195	Positive	27	4417	2022-02-15T08:17:53.196018Z	2022-02-15T08:17:53.196034Z	2.008
hehe...literally me..some words aku like sbb aku suka ayat2 dorg..like tpesona dgn cara tulisan dorg...	68194	Positive	27	4416	2022-02-15T08:17:50.789749Z	2022-02-15T08:17:50.789762Z	3.532
Masih ada yg bebas berkeliaran. #BebaskanDW https://t.co/G2XZh0jZRJ	68193	Negative	27	4415	2022-02-15T08:17:46.874304Z	2022-02-15T08:17:46.874320Z	4.613
@shahfahzan makin buruk adaaa	68192	Negative	27	4186	2022-02-14T15:55:19.597852Z	2022-02-14T15:55:19.597874Z	1.189
@luvisafe Miri @pjkcalico	68191	Neutral	27	4185	2022-02-14T15:55:18.030567Z	2022-02-14T15:55:18.030580Z	2.361
Pasir Gudang	68190	Neutral	27	4184	2022-02-14T15:55:15.299445Z	2022-02-14T15:55:15.299461Z	0.92
Rasa mau pijak2 muka orang sekarang ni. Tapi hanya mampu berimaginasi.	68188	Negative	27	4182	2022-02-14T15:55:11.017437Z	2022-02-14T15:55:11.017453Z	1.546
@azzamoro jgn lupa u janji nak bawak i balik kampung.....tapiiii alahaiii covid covid...	68187	Negative	27	4181	2022-02-14T15:55:09.050694Z	2022-02-14T15:55:09.050711Z	2.83
@louieksss miri o	68186	Neutral	27	4180	2022-02-14T15:55:05.782639Z	2022-02-14T15:55:05.782654Z	149.925
Bikin sendiri, dibocorin sendiri... Hanya dajjal satu-satunya manusia yang hidup sejak jaman sebelum banjir Nabi Nuh, makanya dia tahu. Piramida raksasa Gunung Padang yang di Jawa Barat, juga yang di bawah laut, dibangun sama sebelum era Banjir Besar. https://t.co/6C5jDbIOOX	68185	Negative	27	4179	2022-02-14T15:52:35.416630Z	2022-02-14T15:52:35.416644Z	1.941
Sila layari https://t.co/CH2o9BtxPs bagi mendapatkan maklumat lanjut berkenaan pekerjaan ini dan semua pekerjaan la https://t.co/pFX1qkLNU5	68182	Neutral	27	4176	2022-02-14T15:46:23.102763Z	2022-02-14T15:46:23.102778Z	1.602
@Jinggaviolet3 dasar JACKAL... Islam hanya di kerongkongan saja.. mulutnya (via jempol) semburkan kebohongan dusta tiada henti..	68181	Negative	27	4175	2022-02-14T15:46:21.126687Z	2022-02-14T15:46:21.126702Z	2.197
@oktarindusenja Aku adalah orang yg lebih milih tidur daripada jalan2 diakhir pekan	68179	Neutral	27	4173	2022-02-14T15:46:16.083599Z	2022-02-14T15:46:16.083613Z	3.464
@DrAdhamBaba bila mau letak jawatan?	68178	Negative	27	4172	2022-02-14T15:46:12.239941Z	2022-02-14T15:46:12.239953Z	1.18
Workout dulu sebelum brunch. Kalau rajin petang baru run. (Kalau rajin..Kalau tak buat lemak je la. Tambah lapisa https://t.co/5CNYbkVfAR	68177	Neutral	27	4171	2022-02-14T15:46:10.681852Z	2022-02-14T15:46:10.681873Z	3.208
@mfka27 Amiinn	68176	Positive	27	4170	2022-02-14T15:46:07.052560Z	2022-02-14T15:46:07.052575Z	1.521
Akhirnya...	68174	Neutral	27	4168	2022-02-14T15:46:02.690110Z	2022-02-14T15:46:02.690122Z	1.265
aku rimas gila customer mcm ni sebelum hg place booking pun aku dah gitau dah process refund makan masa pastu hari https://t.co/2nYXXXICtw	68173	Negative	27	4167	2022-02-14T15:46:01.053930Z	2022-02-14T15:46:01.053943Z	1.763
